rl	V(vo)
3.860000000000028e+01	5.020235e+00
3.870000000000028e+01	5.020237e+00
3.880000000000028e+01	5.020240e+00
3.890000000000028e+01	5.020242e+00
3.900000000000028e+01	5.020245e+00
3.910000000000029e+01	5.020247e+00
3.920000000000029e+01	5.020249e+00
3.930000000000029e+01	5.020252e+00
3.940000000000029e+01	5.020254e+00
3.950000000000029e+01	5.020256e+00
3.960000000000029e+01	5.020258e+00
3.970000000000029e+01	5.020261e+00
3.980000000000030e+01	5.020263e+00
3.990000000000030e+01	5.020265e+00
4.000000000000030e+01	5.020267e+00
4.010000000000030e+01	5.020269e+00
4.020000000000030e+01	5.020376e+00
4.030000000000030e+01	5.020274e+00
4.040000000000030e+01	5.020276e+00
4.050000000000031e+01	5.020278e+00
4.060000000000031e+01	5.020266e+00
4.070000000000031e+01	5.020242e+00
4.080000000000031e+01	5.020354e+00
4.090000000000031e+01	5.020287e+00
4.100000000000031e+01	5.020289e+00
4.110000000000031e+01	5.020291e+00
4.120000000000032e+01	5.020294e+00
4.130000000000032e+01	5.020295e+00
4.140000000000032e+01	5.020297e+00
4.150000000000032e+01	5.020344e+00
4.160000000000032e+01	5.020301e+00
4.170000000000032e+01	5.020304e+00
4.180000000000032e+01	5.020306e+00
4.190000000000033e+01	5.020308e+00
4.200000000000033e+01	5.020308e+00
4.210000000000033e+01	5.020313e+00
4.220000000000033e+01	5.020313e+00
4.230000000000033e+01	5.020316e+00
4.240000000000033e+01	5.020318e+00
4.250000000000033e+01	5.020319e+00
4.260000000000034e+01	5.020321e+00
4.270000000000034e+01	5.020323e+00
4.280000000000034e+01	5.020326e+00
4.290000000000034e+01	5.020327e+00
4.300000000000034e+01	5.020329e+00
4.310000000000034e+01	5.020331e+00
4.320000000000034e+01	5.020333e+00
4.330000000000035e+01	5.020335e+00
4.340000000000035e+01	5.020335e+00
4.350000000000035e+01	5.020339e+00
4.360000000000035e+01	5.020275e+00
4.370000000000035e+01	5.020342e+00
4.380000000000035e+01	5.020344e+00
4.390000000000035e+01	5.020377e+00
4.400000000000036e+01	5.020348e+00
4.410000000000036e+01	5.020350e+00
4.420000000000036e+01	5.020351e+00
4.430000000000036e+01	5.020353e+00
4.440000000000036e+01	5.020355e+00
4.450000000000036e+01	5.020357e+00
4.460000000000036e+01	5.020359e+00
4.470000000000037e+01	5.020360e+00
4.480000000000037e+01	5.020362e+00
4.490000000000037e+01	5.020360e+00
4.500000000000037e+01	5.020366e+00
4.510000000000037e+01	5.020368e+00
4.520000000000037e+01	5.020369e+00
4.530000000000037e+01	5.020371e+00
4.540000000000038e+01	5.020373e+00
4.550000000000038e+01	5.020374e+00
4.560000000000038e+01	5.020376e+00
4.570000000000038e+01	5.020378e+00
4.580000000000038e+01	5.020380e+00
4.590000000000038e+01	5.020381e+00
4.600000000000038e+01	5.020389e+00
4.610000000000039e+01	5.020384e+00
4.620000000000039e+01	5.020386e+00
4.630000000000039e+01	5.020388e+00
4.640000000000039e+01	5.020390e+00
4.650000000000039e+01	5.020316e+00
4.660000000000039e+01	5.020393e+00
4.670000000000039e+01	5.020394e+00
4.680000000000040e+01	5.020396e+00
4.690000000000040e+01	5.020409e+00
4.700000000000040e+01	5.020399e+00
4.710000000000040e+01	5.020401e+00
4.720000000000040e+01	5.020402e+00
4.730000000000040e+01	5.020404e+00
4.740000000000040e+01	5.020406e+00
4.750000000000041e+01	5.020407e+00
4.760000000000041e+01	5.020409e+00
4.770000000000041e+01	5.020411e+00
4.780000000000041e+01	5.020419e+00
4.790000000000041e+01	5.020413e+00
4.800000000000041e+01	5.020415e+00
4.810000000000041e+01	5.020417e+00
4.820000000000041e+01	5.020418e+00
4.830000000000042e+01	5.020420e+00
4.840000000000042e+01	5.020421e+00
4.850000000000042e+01	5.020422e+00
4.860000000000042e+01	5.020430e+00
4.870000000000042e+01	5.020462e+00
4.880000000000042e+01	5.020427e+00
4.890000000000042e+01	5.020429e+00
4.900000000000043e+01	5.020430e+00
4.910000000000043e+01	5.020432e+00
4.920000000000043e+01	5.020433e+00
4.930000000000043e+01	5.020434e+00
4.940000000000043e+01	5.020436e+00
4.950000000000043e+01	5.020437e+00
4.960000000000043e+01	5.020439e+00
4.970000000000044e+01	5.020440e+00
4.980000000000044e+01	5.020442e+00
4.990000000000044e+01	5.020443e+00
5.000000000000000e+01	5.020444e+00
